id,name,address,district,lng,lat,type,tel,source,crawl_time,brand,tier,rating,review_count,avg_price,price_level,packages,package_count,estimated
B0G26LNALZ,39度量贩KTV(广安路9号院10号楼店),广安路9号院10号楼B1层1216-01,丰台区,116.323439,39.890648,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,39度,中端,3.7,1794,75,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 450, ""original_price"": 600, ""per_person"": 225}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 270, ""original_price"": 450, ""per_person"": 135}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 840, ""original_price"": 1200, ""per_person"": 210}]",3,TRUE
B0KDDHAETL,唱吧麦颂KTV(甘家口大厦店),北京城区三里河路17号5层504,海淀区,116.333490,39.927264,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,唱吧麦颂,中端,4.0,77,103,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 618, ""original_price"": 824, ""per_person"": 309}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 370, ""original_price"": 618, ""per_person"": 185}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 1153, ""original_price"": 1648, ""per_person"": 288}]",3,TRUE
B000A85I3G,麦乐迪KTV(安定门店),安定门外大街198号一二层,东城区,116.408725,39.953775,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,麦乐迪,高端,4.3,74,222,高,"[{""name"": ""欢唱套餐"", ""hours"": 4, ""people"": 2, ""price"": 1509, ""original_price"": 1776, ""per_person"": 754}, {""name"": ""商务套餐"", ""hours"": 3, ""people"": 4, ""price"": 2131, ""original_price"": 2664, ""per_person"": 532}, {""name"": ""豪华包厢套餐"", ""hours"": 5, ""people"": 6, ""price"": 4995, ""original_price"": 6660, ""per_person"": 832}]",3,TRUE
B0L3M1P7IQ,酷秀KTV·派对(陶然桥店),北京城区永定门外街道彭庄甲58号陶然桥西南角,东城区,116.387086,39.870196,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,酷秀,中端,3.8,1590,89,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 534, ""original_price"": 712, ""per_person"": 267}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 320, ""original_price"": 534, ""per_person"": 160}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 996, ""original_price"": 1424, ""per_person"": 249}]",3,TRUE
B000AA0HHZ,纯K(工体店),北京城区工人体育场西路6号(工人体育场西门南侧200米),朝阳区,116.444276,39.929376,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,纯K,中高端,4.2,615,147,高,"[{""name"": ""标准欢唱"", ""hours"": 4, ""people"": 2, ""price"": 940, ""original_price"": 1176, ""per_person"": 470}, {""name"": ""聚会套餐"", ""hours"": 4, ""people"": 6, ""price"": 2646, ""original_price"": 3528, ""per_person"": 441}, {""name"": ""周末特惠"", ""hours"": 5, ""people"": 4, ""price"": 2058, ""original_price"": 2940, ""per_person"": 514}]",3,TRUE
B0J2OUK9T9,蓝调量贩式主题KTV(北京站店),毛家湾胡同4号(北京站地铁站C东南出口步行260米),东城区,116.430701,39.904396,体育休闲服务;体育休闲服务场所;体育休闲服务场所,,高德地图,2026-02-06 09:34:50,蓝调,中端,3.9,843,84,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 504, ""original_price"": 672, ""per_person"": 252}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 302, ""original_price"": 504, ""per_person"": 151}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 940, ""original_price"": 1344, ""per_person"": 235}]",3,TRUE
B0FFITL2XU,魅KTV(簋街店),东直门内大街9号NAGA上院南门,东城区,116.427671,39.941261,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,魅KTV,中高端,4.0,1440,177,高,"[{""name"": ""标准欢唱"", ""hours"": 4, ""people"": 2, ""price"": 1132, ""original_price"": 1416, ""per_person"": 566}, {""name"": ""聚会套餐"", ""hours"": 4, ""people"": 6, ""price"": 3186, ""original_price"": 4248, ""per_person"": 531}, {""name"": ""周末特惠"", ""hours"": 5, ""people"": 4, ""price"": 2478, ""original_price"": 3540, ""per_person"": 619}]",3,TRUE
B0HRA7M8S5,唱吧麦颂KTV(新华百货店),新华百货6层(积水潭地铁站G1口步行130米),西城区,116.371272,39.947123,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,唱吧麦颂,中端,3.8,586,108,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 648, ""original_price"": 864, ""per_person"": 324}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 388, ""original_price"": 648, ""per_person"": 194}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 1209, ""original_price"": 1728, ""per_person"": 302}]",3,TRUE
B0LU17DDAR,星聚会KTV(北京THE BOX年轻力店),北京城区朝外大街12号THEBOX朝外年轻力中心3层01室,朝阳区,116.445099,39.922966,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,星聚会,中高端,4.3,346,137,高,"[{""name"": ""标准欢唱"", ""hours"": 4, ""people"": 2, ""price"": 876, ""original_price"": 1096, ""per_person"": 438}, {""name"": ""聚会套餐"", ""hours"": 4, ""people"": 6, ""price"": 2466, ""original_price"": 3288, ""per_person"": 411}, {""name"": ""周末特惠"", ""hours"": 5, ""people"": 4, ""price"": 1917, ""original_price"": 2740, ""per_person"": 479}]",3,TRUE
B0LDJ7X9KB,酷秀KTV·派对(城乡店),北京城区复兴路甲23号城乡购物中心5层,海淀区,116.307857,39.909334,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,酷秀,中端,3.8,1759,83,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 498, ""original_price"": 664, ""per_person"": 249}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 298, ""original_price"": 498, ""per_person"": 149}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 929, ""original_price"": 1328, ""per_person"": 232}]",3,TRUE
B0G0SU1RMS,温莎KTV(CBD世界城店),金汇路中骏世界城D座B1-06,朝阳区,116.451876,39.917594,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,温莎,高端,4.3,114,196,高,"[{""name"": ""欢唱套餐"", ""hours"": 4, ""people"": 2, ""price"": 1332, ""original_price"": 1568, ""per_person"": 666}, {""name"": ""商务套餐"", ""hours"": 3, ""people"": 4, ""price"": 1881, ""original_price"": 2352, ""per_person"": 470}, {""name"": ""豪华包厢套餐"", ""hours"": 5, ""people"": 6, ""price"": 4410, ""original_price"": 5880, ""per_person"": 735}]",3,TRUE
B0JBM1XELR,乐巢量贩式KTV(万达广场西铁营店),西铁营中路1号万达广场(西铁营店)2F层,丰台区,116.354930,39.860636,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,乐巢,中端,4.0,277,68,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 408, ""original_price"": 544, ""per_person"": 204}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 244, ""original_price"": 408, ""per_person"": 122}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 761, ""original_price"": 1088, ""per_person"": 190}]",3,TRUE
B0L67SWDKH,魅KTV·AI辅唱(公主坟翠微店),复兴路33号翠微百货A座5F层,海淀区,116.303043,39.908300,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,魅KTV,中高端,4.0,1220,144,高,"[{""name"": ""标准欢唱"", ""hours"": 4, ""people"": 2, ""price"": 921, ""original_price"": 1152, ""per_person"": 460}, {""name"": ""聚会套餐"", ""hours"": 4, ""people"": 6, ""price"": 2592, ""original_price"": 3456, ""per_person"": 432}, {""name"": ""周末特惠"", ""hours"": 5, ""people"": 4, ""price"": 2015, ""original_price"": 2880, ""per_person"": 503}]",3,TRUE
B0FFG73BL3,唱吧麦颂KTV(北京西直门枫蓝国际店),北京城区西直门北大街32号枫蓝国际购物中,海淀区,116.357232,39.952561,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,唱吧麦颂,中端,3.9,1541,93,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 558, ""original_price"": 744, ""per_person"": 279}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 334, ""original_price"": 558, ""per_person"": 167}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 1041, ""original_price"": 1488, ""per_person"": 260}]",3,TRUE
B0L3M1P0B7,酷秀KTV·派对(大峡谷店),南三环西路16号凯德MALL·大峡谷F5层,丰台区,116.366335,39.854256,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,酷秀,中端,3.7,1239,66,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 396, ""original_price"": 528, ""per_person"": 198}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 237, ""original_price"": 396, ""per_person"": 118}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 739, ""original_price"": 1056, ""per_person"": 184}]",3,TRUE
B000A8UDSX,星光大道量贩式KTV(亦庄店),荣华中路11号锦江富园大酒店B1层,大兴区,116.503917,39.799336,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:50,其他,中端,3.7,595,57,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 342, ""original_price"": 456, ""per_person"": 171}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 205, ""original_price"": 342, ""per_person"": 102}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 638, ""original_price"": 912, ""per_person"": 159}]",3,TRUE
B0FFFW5DTX,桃屋量贩KTV,王庄路18号五道口西郊宾馆8号楼2层,海淀区,116.343880,39.997618,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,其他,中端,3.4,1374,73,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 438, ""original_price"": 584, ""per_person"": 219}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 262, ""original_price"": 438, ""per_person"": 131}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 817, ""original_price"": 1168, ""per_person"": 204}]",3,TRUE
B0FFFZCDHD,温莎KTV(北京国贸店),建国门外大街甲6号华熙国际中心C座B1层,朝阳区,116.456884,39.907086,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,温莎,高端,4.5,497,212,高,"[{""name"": ""欢唱套餐"", ""hours"": 4, ""people"": 2, ""price"": 1441, ""original_price"": 1696, ""per_person"": 720}, {""name"": ""商务套餐"", ""hours"": 3, ""people"": 4, ""price"": 2035, ""original_price"": 2544, ""per_person"": 508}, {""name"": ""豪华包厢套餐"", ""hours"": 5, ""people"": 6, ""price"": 4770, ""original_price"": 6360, ""per_person"": 795}]",3,TRUE
B0IAVBBL3C,麦乐迪KTV(富力城店),东三环中路61号地下一层,朝阳区,116.460964,39.898731,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,麦乐迪,高端,4.3,848,220,高,"[{""name"": ""欢唱套餐"", ""hours"": 4, ""people"": 2, ""price"": 1496, ""original_price"": 1760, ""per_person"": 748}, {""name"": ""商务套餐"", ""hours"": 3, ""people"": 4, ""price"": 2112, ""original_price"": 2640, ""per_person"": 528}, {""name"": ""豪华包厢套餐"", ""hours"": 5, ""people"": 6, ""price"": 4950, ""original_price"": 6600, ""per_person"": 825}]",3,TRUE
B0L3PUGHPG,唱吧麦颂KTV(东环广场店),北京城区东中街九号东环广场A座b1,东城区,116.436160,39.937828,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,唱吧麦颂,中端,4.0,658,107,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 642, ""original_price"": 856, ""per_person"": 321}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 385, ""original_price"": 642, ""per_person"": 192}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 1198, ""original_price"": 1712, ""per_person"": 299}]",3,TRUE
B000A87GMW,唱吧麦颂KTV(北京牡丹园店),北京城区花园东路11号泰兴大厦F108F208,海淀区,116.367685,39.980238,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,唱吧麦颂,中端,3.8,1776,101,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 606, ""original_price"": 808, ""per_person"": 303}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 363, ""original_price"": 606, ""per_person"": 181}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 1131, ""original_price"": 1616, ""per_person"": 282}]",3,TRUE
B0ID0UKUXF,魅KTV(国贸呼家楼店),东三环北路38号院4号楼2层商业L201号(麦当劳旁商场西门入口),朝阳区,116.463268,39.921691,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,魅KTV,中高端,4.4,1937,167,高,"[{""name"": ""标准欢唱"", ""hours"": 4, ""people"": 2, ""price"": 1068, ""original_price"": 1336, ""per_person"": 534}, {""name"": ""聚会套餐"", ""hours"": 4, ""people"": 6, ""price"": 3006, ""original_price"": 4008, ""per_person"": 501}, {""name"": ""周末特惠"", ""hours"": 5, ""people"": 4, ""price"": 2338, ""original_price"": 3340, ""per_person"": 584}]",3,TRUE
B0J29S455D,魅KTV(五棵松万达店),复兴路69号3号楼4层403,海淀区,116.276480,39.912173,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,魅KTV,中高端,4.2,222,142,高,"[{""name"": ""标准欢唱"", ""hours"": 4, ""people"": 2, ""price"": 908, ""original_price"": 1136, ""per_person"": 454}, {""name"": ""聚会套餐"", ""hours"": 4, ""people"": 6, ""price"": 2556, ""original_price"": 3408, ""per_person"": 426}, {""name"": ""周末特惠"", ""hours"": 5, ""people"": 4, ""price"": 1987, ""original_price"": 2840, ""per_person"": 496}]",3,TRUE
B0L3M1P7IW,酷秀KTV(亦庄华联店),北京城区荣华街道北京经济技术开发区荣华中路8号院1号楼华联BHGMall4层F4-08,大兴区,116.501401,39.804712,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,酷秀,中端,3.9,1840,65,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 390, ""original_price"": 520, ""per_person"": 195}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 234, ""original_price"": 390, ""per_person"": 117}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 728, ""original_price"": 1040, ""per_person"": 182}]",3,TRUE
B0L17A8AVE,星聚会KTV(北京超极合生汇店),北京城区北清路1号院15号楼地上2层10-L2-01,昌平区,116.293007,40.098309,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,星聚会,中高端,4.0,530,82,中,"[{""name"": ""标准欢唱"", ""hours"": 4, ""people"": 2, ""price"": 524, ""original_price"": 656, ""per_person"": 262}, {""name"": ""聚会套餐"", ""hours"": 4, ""people"": 6, ""price"": 1476, ""original_price"": 1968, ""per_person"": 246}, {""name"": ""周末特惠"", ""hours"": 5, ""people"": 4, ""price"": 1148, ""original_price"": 1640, ""per_person"": 287}]",3,TRUE
B0FFJKJ5HS,魅KTV(方庄店),方庄镇蒲芳路1-6方庄方城园美食街比格比萨地下室,丰台区,116.436567,39.866249,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,魅KTV,中高端,4.0,635,125,高,"[{""name"": ""标准欢唱"", ""hours"": 4, ""people"": 2, ""price"": 800, ""original_price"": 1000, ""per_person"": 400}, {""name"": ""聚会套餐"", ""hours"": 4, ""people"": 6, ""price"": 2250, ""original_price"": 3000, ""per_person"": 375}, {""name"": ""周末特惠"", ""hours"": 5, ""people"": 4, ""price"": 1750, ""original_price"": 2500, ""per_person"": 437}]",3,TRUE
B0L3M1OSLY,酷秀KTV·派对店(上地店),上地街道农大南路1号院1号华联商厦3A,海淀区,116.311744,40.028246,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,酷秀,中端,3.7,1903,96,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 576, ""original_price"": 768, ""per_person"": 288}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 345, ""original_price"": 576, ""per_person"": 172}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 1075, ""original_price"": 1536, ""per_person"": 268}]",3,TRUE
B0FFHGYWBK,唱吧麦颂KTV(东四北大街店),北京城区东四北大街343号3层,东城区,116.417110,39.928466,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,唱吧麦颂,中端,3.8,1884,106,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 636, ""original_price"": 848, ""per_person"": 318}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 381, ""original_price"": 636, ""per_person"": 190}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 1187, ""original_price"": 1696, ""per_person"": 296}]",3,TRUE
B0K2BREV2J,酷秀KTV.派对(万柳店),北京城区巴沟路2号1幢05层501,海淀区,116.294937,39.972946,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,酷秀,中端,4.0,986,86,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 516, ""original_price"": 688, ""per_person"": 258}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 309, ""original_price"": 516, ""per_person"": 154}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 963, ""original_price"": 1376, ""per_person"": 240}]",3,TRUE
B0FFLLW4HJ,唱吧麦颂KTV(中心鸟巢店),北京城区慧忠北里-214号楼3层,朝阳区,116.403693,40.005383,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:51,唱吧麦颂,中端,4.0,1871,103,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 618, ""original_price"": 824, ""per_person"": 309}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 370, ""original_price"": 618, ""per_person"": 185}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 1153, ""original_price"": 1648, ""per_person"": 288}]",3,TRUE
B0K6RHE12G,钱柜·PRTYWORLD(亚奥店),慧忠北里214号楼1层1003室-1层地下室101室,朝阳区,116.403718,40.005365,体育休闲服务;娱乐场所;KTV|体育休闲服务;运动场馆;健身中心,,高德地图,2026-02-06 09:34:52,钱柜,高端,4.7,1443,253,高,"[{""name"": ""欢唱套餐"", ""hours"": 4, ""people"": 2, ""price"": 1720, ""original_price"": 2024, ""per_person"": 860}, {""name"": ""商务套餐"", ""hours"": 3, ""people"": 4, ""price"": 2428, ""original_price"": 3036, ""per_person"": 607}, {""name"": ""豪华包厢套餐"", ""hours"": 5, ""people"": 6, ""price"": 5692, ""original_price"": 7590, ""per_person"": 948}]",3,TRUE
B0FFI0NTQ8,纯K(国贸店),建国门外大街1号国贸商城3期北区裙楼四层,朝阳区,116.460797,39.911343,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:52,纯K,中高端,4.3,1037,143,高,"[{""name"": ""标准欢唱"", ""hours"": 4, ""people"": 2, ""price"": 915, ""original_price"": 1144, ""per_person"": 457}, {""name"": ""聚会套餐"", ""hours"": 4, ""people"": 6, ""price"": 2574, ""original_price"": 3432, ""per_person"": 429}, {""name"": ""周末特惠"", ""hours"": 5, ""people"": 4, ""price"": 2001, ""original_price"": 2860, ""per_person"": 500}]",3,TRUE
B0JALCBE3E,星聚会KTV(北京龙湖北苑天街店),北苑东路龙湖北苑天街B馆6F(北苑地铁站A2口步行420米),朝阳区,116.438772,40.042799,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:52,星聚会,中高端,4.2,1296,118,中,"[{""name"": ""标准欢唱"", ""hours"": 4, ""people"": 2, ""price"": 755, ""original_price"": 944, ""per_person"": 377}, {""name"": ""聚会套餐"", ""hours"": 4, ""people"": 6, ""price"": 2124, ""original_price"": 2832, ""per_person"": 354}, {""name"": ""周末特惠"", ""hours"": 5, ""people"": 4, ""price"": 1652, ""original_price"": 2360, ""per_person"": 413}]",3,TRUE
